Week,Room,RoomCluster,ClusterType,RoomType,TreatmentType,Usage,All.Neighbors,Efficient.Neighbors
2017-40,3015B,3015,Double,Double Bedroom,Control,0.509550057,NA,NA
2017-40,3018B,3018,NA,Double Bedroom,Control,0.488209481,NA,NA
2017-40,3021A,3021,NA,Single Bedroom,Control,0.550251582,NA,NA
2017-40,3021B,3021,NA,Single Bedroom,Control,0.465134337,NA,NA
2017-40,3021D,3021,NA,Single Bedroom,Control,0.509149525,NA,NA
2017-40,3022A,3022,Single,Single Bedroom,Control,0.463687389,NA,NA
2017-40,3022B,3022,Single,Single Bedroom,Control,0.560413502,NA,NA
2017-40,3022C,3022,Single,Single Bedroom,Control,0.460153558,NA,NA
2017-40,3022D,3022,Single,Single Bedroom,Control,0.460045769,NA,NA
2017-40,3023A,3023,NA,Single Bedroom,Individual,0.632965,0.54435156,0.464029993
2017-40,3023B,3023,NA,Single Bedroom,Individual,0.464699572,0.545371351,0.464029993
2017-40,3024A,3024,NA,Single Bedroom,Control,0.533635899,NA,NA
2017-40,3024B,3024,NA,Single Bedroom,Control,0.669350462,NA,NA
2017-40,3024C,3024,NA,Single Bedroom,Control,0.666192096,NA,NA
2017-40,3027B,3027,NA,Double Bedroom,Individual,0.66338879,0.530432367,0.452488972
2017-40,3029A,3029,Double,Double Bedroom,Individual,0.748068202,0.529836034,0.452488972
2017-40,3029B,3029,Double,Double Bedroom,Individual,0.729281645,0.529968333,0.452488972
2017-40,3030A,3030,Double,Double Bedroom,Cluster,1.484690172,1.041803095,0.922533252
2017-40,3030B,3030,Double,Double Bedroom,Cluster,1.484690172,1.041803095,0.922533252
2017-40,3031A,3031,Double,Double Bedroom,Control,0.781874333,NA,NA
2017-40,3031B,3031,Double,Double Bedroom,Control,0.811633173,NA,NA
2017-40,3032B,3032,NA,Double Bedroom,Individual,0.739656164,0.529895273,0.452488972
2017-40,3036A,3036,NA,Single Bedroom,Individual,0.799691427,0.543341097,0.464029993
2017-40,3036B,3036,NA,Double Bedroom,Individual,0.760509473,0.529748419,0.452488972
2017-40,3037A,3037,Double,Double Bedroom,Individual,0.652805113,0.5305069,0.452488972
2017-40,3037B,3037,Double,Double Bedroom,Individual,0.772962105,0.529660724,0.452488972
2017-40,3039A,3039,Double,Double Bedroom,Control,0.704025017,NA,NA
2017-40,3039B,3039,Double,Double Bedroom,Control,0.739656164,NA,NA
2017-40,3040A,3040,NA,Single Bedroom,Control,0.802969326,NA,NA
2017-40,3040B,3040,NA,Double Bedroom,Control,0.809283175,NA,NA
2017-40,3042A,3042,Double,Double Bedroom,Cluster,1.523087811,1.041173626,0.922533252
2017-40,3042B,3042,Double,Double Bedroom,Cluster,1.523087811,1.041173626,0.922533252
2017-40,4007,4007,NA,Single Bedroom,Control,0.443161608,NA,NA
2017-40,4008A,4008,Double,Double Bedroom,Cluster,0.905810456,1.051292927,0.925623639
2017-40,4008B,4008,Double,Double Bedroom,Cluster,0.905810456,1.051292927,0.925623639
2017-40,4009A,4009,Single,Single Bedroom,Cluster,1.866281481,2.151703518,1.945505138
2017-40,4009B,4009,Single,Single Bedroom,Cluster,1.866281481,2.151703518,1.945505138
2017-40,4009C,4009,Single,Single Bedroom,Cluster,1.866281481,2.151703518,1.945505138
2017-40,4009D,4009,Single,Single Bedroom,Cluster,1.866281481,2.151703518,1.945505138
2017-40,4010A,4010,Single,Single Bedroom,Individual,0.575072144,0.544702426,0.464029993
2017-40,4010B,4010,Single,Single Bedroom,Individual,0.592101364,0.544599219,0.464029993
2017-40,4010C,4010,Single,Single Bedroom,Individual,0.534093506,0.544950782,0.464029993
2017-40,4010D,4010,Single,Single Bedroom,Individual,0.591873763,0.544600598,0.464029993
2017-40,4011A,4011,Single,Single Bedroom,Cluster,2.06436587,2.145313699,1.918253903
2017-40,4011B,4011,Single,Single Bedroom,Cluster,2.06436587,2.145313699,1.918253903
2017-40,4011C,4011,Single,Single Bedroom,Cluster,2.06436587,2.145313699,1.918253903
2017-40,4011D,4011,Single,Single Bedroom,Cluster,2.06436587,2.145313699,1.918253903
2017-40,4013A,4013,Double,Double Bedroom,Cluster,0.939400183,1.050742276,0.922533252
2017-40,4013B,4013,Double,Double Bedroom,Cluster,0.939400183,1.050742276,0.922533252
2017-40,4014A,4014,Double,Double Bedroom,Cluster,0.922533252,1.051018783,0.925623639
2017-40,4014B,4014,Double,Double Bedroom,Cluster,0.922533252,1.051018783,0.925623639
2017-40,4015A,4015,Double,Double Bedroom,Control,0.542699005,NA,NA
2017-40,4015B,4015,Double,Double Bedroom,Control,0.488833621,NA,NA
2017-40,4018A,4018,Double,Double Bedroom,Cluster,0.843445514,1.052315303,0.925623639
2017-40,4018B,4018,Double,Double Bedroom,Cluster,0.843445514,1.052315303,0.925623639
2017-40,4021D,4021,NA,Single Bedroom,Control,0.536030109,NA,NA
2017-40,4022A,4022,Single,Single Bedroom,Cluster,2.194012828,2.141131539,1.918253903
2017-40,4022B,4022,Single,Single Bedroom,Cluster,2.194012828,2.141131539,1.918253903
2017-40,4022C,4022,Single,Single Bedroom,Cluster,2.194012828,2.141131539,1.918253903
2017-40,4022D,4022,Single,Single Bedroom,Cluster,2.194012828,2.141131539,1.918253903
2017-40,4023A,4023,Single,Single Bedroom,Control,0.481636632,NA,NA
2017-40,4023B,4023,Single,Single Bedroom,Control,0.460153558,NA,NA
2017-40,4023C,4023,Single,Single Bedroom,Control,0.484877941,NA,NA
2017-40,4023D,4023,Single,Single Bedroom,Control,0.520041926,NA,NA
2017-40,4024C,4024,NA,Single Bedroom,Individual,0.481636632,0.545268702,0.464029993
2017-40,4024D,4024,NA,Single Bedroom,Individual,0.501662728,0.545147332,0.464029993
2017-40,4027A,4027,Double,Double Bedroom,Cluster,0.955767908,1.050473952,0.922533252
2017-40,4027B,4027,Double,Double Bedroom,Cluster,0.955767908,1.050473952,0.922533252
2017-40,4029A,4029,Double,Double Bedroom,Individual,0.458936726,0.531872171,0.452488972
2017-40,4029B,4029,Double,Double Bedroom,Individual,0.477664961,0.531740282,0.452488972
2017-40,4030A,4030,Double,Double Bedroom,Control,0.510049261,NA,NA
2017-40,4030B,4030,Double,Double Bedroom,Control,0.467099579,NA,NA
2017-40,4031A,4031,Double,Double Bedroom,Cluster,0.928693164,1.0509178,0.922533252
2017-40,4031B,4031,Double,Double Bedroom,Cluster,0.928693164,1.0509178,0.922533252
2017-40,4032A,4032,Double,Double Bedroom,Individual,0.467099579,0.531814686,0.452488972
2017-40,4032B,4032,Double,Double Bedroom,Individual,0.458524061,0.531875077,0.452488972
2017-40,4036A,4036,NA,Single Bedroom,Individual,0.506050871,0.545120737,0.464029993
2017-40,4036B,4036,NA,Double Bedroom,Individual,0.477354704,0.531742467,0.452488972
2017-40,4037A,4037,Double,Double Bedroom,Cluster,0.897791737,1.051424381,0.925623639
2017-40,4037B,4037,Double,Double Bedroom,Cluster,0.897791737,1.051424381,0.925623639
2017-40,4039A,4039,Double,Double Bedroom,Control,0.554707738,NA,NA
2017-40,4039B,4039,Double,Double Bedroom,Control,0.468491456,NA,NA
2017-40,4040A,4040,NA,Single Bedroom,Control,0.460153558,NA,NA
2017-40,4040B,4040,NA,Double Bedroom,Control,0.588562372,NA,NA
2017-40,4042A,4042,Double,Double Bedroom,Control,0.519946523,NA,NA
2017-40,4042B,4042,Double,Double Bedroom,Control,0.450843712,NA,NA
2017-40,5007,5007,NA,Single Bedroom,Individual,0.481636632,0.545268702,0.464029993
2017-40,5008A,5008,Double,Double Bedroom,Individual,0.463677776,0.531838783,0.452488972
2017-40,5008B,5008,Double,Double Bedroom,Individual,0.449493024,0.531938676,0.453184691
2017-40,5009A,5009,Single,Single Bedroom,Control,0.477777028,NA,NA
2017-40,5009B,5009,Single,Single Bedroom,Control,0.481636632,NA,NA
2017-40,5009C,5009,Single,Single Bedroom,Control,0.553956922,NA,NA
2017-40,5009D,5009,Single,Single Bedroom,Control,0.472648786,NA,NA
2017-40,5010A,5010,Single,Single Bedroom,Cluster,2.173113975,2.141805695,1.918253903
2017-40,5010B,5010,Single,Single Bedroom,Cluster,2.173113975,2.141805695,1.918253903
2017-40,5010C,5010,Single,Single Bedroom,Cluster,2.173113975,2.141805695,1.918253903
2017-40,5010D,5010,Single,Single Bedroom,Cluster,2.173113975,2.141805695,1.918253903
2017-40,5011A,5011,Single,Single Bedroom,Control,0.536030109,NA,NA
2017-40,5011B,5011,Single,Single Bedroom,Control,0.56951034,NA,NA
2017-40,5011C,5011,Single,Single Bedroom,Control,0.48373753,NA,NA
2017-40,5011D,5011,Single,Single Bedroom,Control,0.536030109,NA,NA
2017-40,5013A,5013,Double,Double Bedroom,Control,0.469360473,NA,NA
2017-40,5013B,5013,Double,Double Bedroom,Control,0.515921442,NA,NA
2017-40,5014A,5014,Double,Double Bedroom,Cluster,0.931030018,1.050879491,0.922533252
2017-40,5014B,5014,Double,Double Bedroom,Cluster,0.931030018,1.050879491,0.922533252
2017-40,5015A,5015,Double,Double Bedroom,Individual,0.469379671,0.531798629,0.452488972
2017-40,5015B,5015,Double,Double Bedroom,Individual,0.588562372,0.530959314,0.452488972
2017-40,5018A,5018,Double,Double Bedroom,Individual,0.485972243,0.53168178,0.452488972
2017-40,5018B,5018,Double,Double Bedroom,Individual,0.491446794,0.531643227,0.452488972
2017-40,5021A,5021,Single,Single Bedroom,Individual,0.479568985,0.545281233,0.464029993
2017-40,5021B,5021,Single,Single Bedroom,Individual,0.534881695,0.544946005,0.464029993
2017-40,5021C,5021,Single,Single Bedroom,Individual,0.515498316,0.54506348,0.464029993
2017-40,5021D,5021,Single,Single Bedroom,Individual,0.481636632,0.545268702,0.464029993
2017-40,5022A,5022,Single,Single Bedroom,Cluster,1.852709561,2.152141321,1.945505138
2017-40,5022B,5022,Single,Single Bedroom,Cluster,1.852709561,2.152141321,1.945505138
2017-40,5022C,5022,Single,Single Bedroom,Cluster,1.852709561,2.152141321,1.945505138
2017-40,5022D,5022,Single,Single Bedroom,Cluster,1.852709561,2.152141321,1.945505138
2017-40,5023A,5023,Single,Single Bedroom,Cluster,1.959752648,2.148688319,1.918253903
2017-40,5023B,5023,Single,Single Bedroom,Cluster,1.959752648,2.148688319,1.918253903
2017-40,5023C,5023,Single,Single Bedroom,Cluster,1.959752648,2.148688319,1.918253903
2017-40,5023D,5023,Single,Single Bedroom,Cluster,1.959752648,2.148688319,1.918253903
2017-40,5024A,5024,NA,Single Bedroom,Control,0.539701786,NA,NA
2017-40,5024B,5024,NA,Single Bedroom,Control,0.722395849,NA,NA
2017-40,5024C,5024,NA,Single Bedroom,Control,0.536030109,NA,NA
2017-40,5027A,5027,NA,Double Bedroom,Individual,0.487078054,0.531673992,0.452488972
2017-40,5027B,5027,NA,Double Bedroom,Individual,0.458228544,0.531877158,0.452488972
2017-40,5029A,5029,Double,Double Bedroom,Cluster,1.066061209,1.048665865,0.922533252
2017-40,5029B,5029,Double,Double Bedroom,Cluster,1.066061209,1.048665865,0.922533252
2017-40,5030A,5030,Double,Double Bedroom,Individual,0.573736779,0.53106372,0.452488972
2017-40,5030B,5030,Double,Double Bedroom,Individual,0.588562372,0.530959314,0.452488972
2017-40,5031A,5031,Double,Double Bedroom,Cluster,1.170461466,1.046954386,0.922533252
2017-40,5031B,5031,Double,Double Bedroom,Cluster,1.170461466,1.046954386,0.922533252
2017-40,5032A,5032,Double,Double Bedroom,Individual,0.479711588,0.531725869,0.452488972
2017-40,5032B,5032,Double,Double Bedroom,Individual,0.471025876,0.531787036,0.452488972
2017-40,5036A,5036,NA,Single Bedroom,Individual,0.536030109,0.544939045,0.464029993
2017-40,5036B,5036,NA,Double Bedroom,Individual,0.473854148,0.531767118,0.452488972
2017-40,5037A,5037,NA,Double Bedroom,Control,0.448845228,NA,NA
2017-40,5039A,5039,Double,Double Bedroom,Cluster,0.920097615,1.051058711,0.925623639
2017-40,5039B,5039,Double,Double Bedroom,Cluster,0.920097615,1.051058711,0.925623639
2017-40,5040A,5040,NA,Single Bedroom,Individual,0.509228873,0.545101476,0.464029993
2017-40,5040B,5040,NA,Double Bedroom,Individual,0.479167033,0.531729704,0.452488972
2017-40,5042A,5042,Double,Double Bedroom,Cluster,0.957067956,1.05045264,0.922533252
2017-40,5042B,5042,Double,Double Bedroom,Cluster,0.957067956,1.05045264,0.922533252
2017-40,6008A,6008,Double,Double Bedroom,Control,0.573601264,NA,NA
2017-40,6008B,6008,Double,Double Bedroom,Control,0.471986722,NA,NA
2017-40,6009A,6009,Single,Single Bedroom,Cluster,2.022588635,2.146661351,1.918253903
2017-40,6009B,6009,Single,Single Bedroom,Cluster,2.022588635,2.146661351,1.918253903
2017-40,6009C,6009,Single,Single Bedroom,Cluster,2.022588635,2.146661351,1.918253903
2017-40,6009D,6009,Single,Single Bedroom,Cluster,2.022588635,2.146661351,1.918253903
2017-40,6010A,6010,Single,Single Bedroom,Individual,0.459458732,0.545403113,0.464302393
2017-40,6010B,6010,Single,Single Bedroom,Individual,0.464029993,0.545375409,0.464302393
2017-40,6010C,6010,Single,Single Bedroom,Individual,0.464483994,0.545372657,0.464029993
2017-40,6010D,6010,Single,Single Bedroom,Individual,0.50423487,0.545131743,0.464029993
2017-40,6011A,6011,Single,Single Bedroom,Individual,0.498158953,0.545168567,0.464029993
2017-40,6011B,6011,Single,Single Bedroom,Individual,0.48569859,0.545244084,0.464029993
2017-40,6011C,6011,Single,Single Bedroom,Individual,0.591873763,0.544600598,0.464029993
2017-40,6011D,6011,Single,Single Bedroom,Individual,0.421032999,0.545635997,0.464302393
2017-40,6013A,6013,Double,Double Bedroom,Cluster,0.959843924,1.050407132,0.922533252
2017-40,6013B,6013,Double,Double Bedroom,Cluster,0.959843924,1.050407132,0.922533252
2017-40,6014A,6014,Double,Double Bedroom,Cluster,0.988773852,1.049932871,0.922533252
2017-40,6014B,6014,Double,Double Bedroom,Cluster,0.988773852,1.049932871,0.922533252
2017-40,6015A,6015,Double,Double Bedroom,Individual,0.588562372,0.530959314,0.452488972
2017-40,6015B,6015,Double,Double Bedroom,Individual,0.45761748,0.531881461,0.452488972
2017-40,6018A,6018,Double,Double Bedroom,Individual,0.449493024,0.531938676,0.453184691
2017-40,6018B,6018,Double,Double Bedroom,Individual,0.467099579,0.531814686,0.452488972
2017-40,6021A,6021,Single,Single Bedroom,Cluster,2.553073393,2.12954894,1.918253903
2017-40,6021B,6021,Single,Single Bedroom,Cluster,2.553073393,2.12954894,1.918253903
2017-40,6021C,6021,Single,Single Bedroom,Cluster,2.553073393,2.12954894,1.918253903
2017-40,6021D,6021,Single,Single Bedroom,Cluster,2.553073393,2.12954894,1.918253903
2017-40,6022A,6022,Single,Single Bedroom,Cluster,2.107167723,2.143932994,1.918253903
2017-40,6022B,6022,Single,Single Bedroom,Cluster,2.107167723,2.143932994,1.918253903
2017-40,6022C,6022,Single,Single Bedroom,Cluster,2.107167723,2.143932994,1.918253903
2017-40,6022D,6022,Single,Single Bedroom,Cluster,2.107167723,2.143932994,1.918253903
2017-40,6023A,6023,NA,Single Bedroom,Individual,0.481636632,0.545268702,0.464029993
2017-40,6023B,6023,NA,Single Bedroom,Individual,0.498437048,0.545166881,0.464029993
2017-40,6024A,6024,Single,Single Bedroom,Control,0.548054917,NA,NA
2017-40,6024B,6024,Single,Single Bedroom,Control,0.700730859,NA,NA
2017-40,6024C,6024,Single,Single Bedroom,Control,0.489661174,NA,NA
2017-40,6024D,6024,Single,Single Bedroom,Control,0.619346192,NA,NA
2017-40,6027A,6027,Double,Double Bedroom,Control,0.516959376,NA,NA
2017-40,6027B,6027,Double,Double Bedroom,Control,0.476191835,NA,NA
2017-40,6029A,6029,Double,Double Bedroom,Cluster,0.956309966,1.050465066,0.922533252
2017-40,6029B,6029,Double,Double Bedroom,Cluster,0.956309966,1.050465066,0.922533252
2017-40,6030A,6030,Double,Double Bedroom,Cluster,0.959072562,1.050419778,0.922533252
2017-40,6030B,6030,Double,Double Bedroom,Cluster,0.959072562,1.050419778,0.922533252
2017-40,6031A,6031,Double,Double Bedroom,Cluster,1.09192078,1.048241938,0.922533252
2017-40,6031B,6031,Double,Double Bedroom,Cluster,1.09192078,1.048241938,0.922533252
2017-40,6032B,6032,NA,Double Bedroom,Control,0.583846643,NA,NA
2017-40,6036A,6036,NA,Single Bedroom,Individual,0.513190255,0.545077468,0.464029993
2017-40,6036B,6036,NA,Double Bedroom,Individual,0.467258748,0.531813565,0.452488972
2017-40,6037A,6037,Double,Double Bedroom,Cluster,0.891847758,1.051521824,0.925623639
2017-40,6037B,6037,Double,Double Bedroom,Cluster,0.891847758,1.051521824,0.925623639
2017-40,6039A,6039,Double,Double Bedroom,Individual,0.52329403,0.53141895,0.452488972
2017-40,6039B,6039,Double,Double Bedroom,Individual,0.491417849,0.53164343,0.452488972
2017-40,6040A,6040,NA,Single Bedroom,Individual,0.563719732,0.544771229,0.464029993
2017-40,6040B,6040,NA,Double Bedroom,Individual,0.554603961,0.531198458,0.452488972
2017-40,6042A,6042,Double,Double Bedroom,Cluster,0.933826016,1.050833655,0.922533252
2017-40,6042B,6042,Double,Double Bedroom,Cluster,0.933826016,1.050833655,0.922533252
2017-41,1008A,1008,Double,Double Bedroom,Cluster,1.570257414,1.520473717,1.473909672
2017-41,1008B,1008,Double,Double Bedroom,Cluster,1.570257414,1.520473717,1.473909672
2017-41,1009A,1009,NA,Single Bedroom,Control,0.880629967,NA,NA
2017-41,1009B,1009,NA,Single Bedroom,Control,0.869617405,NA,NA
2017-41,1009C,1009,NA,Single Bedroom,Control,0.811197223,NA,NA
2017-41,1010A,1010,Single,Single Bedroom,Individual,1.021581019,0.836925496,0.765357086
2017-41,1010B,1010,Single,Single Bedroom,Individual,1.092917571,0.836493154,0.765357086
2017-41,1010C,1010,Single,Single Bedroom,Individual,0.846272841,0.83798797,0.765357086
2017-41,1010D,1010,Single,Single Bedroom,Individual,1.056250291,0.83671538,0.765357086
2017-41,1011A,1011,Single,Single Bedroom,Individual,0.858093855,0.837916328,0.765357086
2017-41,1011B,1011,Single,Single Bedroom,Individual,0.740926886,0.838626431,0.766030652
2017-41,1011C,1011,Single,Single Bedroom,Individual,0.89021528,0.837721652,0.765357086
2017-41,1011D,1011,Single,Single Bedroom,Individual,0.875458074,0.83781109,0.765357086
2017-41,1013A,1013,Double,Double Bedroom,Control,0.784146772,NA,NA
2017-41,1013B,1013,Double,Double Bedroom,Control,0.756883847,NA,NA
2017-41,1014A,1014,Double,Double Bedroom,Individual,0.813632235,0.761903747,0.724651858
2017-41,1014B,1014,Double,Double Bedroom,Individual,0.882310485,0.761420097,0.724651858
2017-41,1015A,1015,Double,Double Bedroom,Individual,0.874600346,0.761474394,0.724651858
2017-41,1015B,1015,Double,Double Bedroom,Individual,0.752093652,0.762337117,0.724651858
2017-41,1018A,1018,Double,Double Bedroom,Individual,0.827255183,0.76180781,0.724651858
2017-41,1018B,1018,Double,Double Bedroom,Individual,0.819516355,0.761862309,0.724651858
2017-41,1021A,1021,Single,Single Bedroom,Control,0.838346535,NA,NA
2017-41,1021B,1021,Single,Single Bedroom,Control,0.920991425,NA,NA
2017-41,1021C,1021,Single,Single Bedroom,Control,1.071780552,NA,NA
2017-41,1021D,1021,Single,Single Bedroom,Control,0.85942106,NA,NA
2017-41,1022A,1022,Single,Single Bedroom,Control,0.969628904,NA,NA
2017-41,1022B,1022,Single,Single Bedroom,Control,1.098089106,NA,NA
2017-41,1022C,1022,Single,Single Bedroom,Control,0.739575431,NA,NA
2017-41,1022D,1022,Single,Single Bedroom,Control,0.756429475,NA,NA
2017-41,1023A,1023,Single,Single Bedroom,Individual,0.969628904,0.837240358,0.765357086
2017-41,1023B,1023,Single,Single Bedroom,Individual,0.751626413,0.838561585,0.766030652
2017-41,1023C,1023,Single,Single Bedroom,Individual,0.814025899,0.838183406,0.765357086
2017-41,1023D,1023,Single,Single Bedroom,Individual,0.962477637,0.837283699,0.765357086
2017-41,1024A,1024,NA,Single Bedroom,Control,0.779991725,NA,NA
2017-41,1024B,1024,NA,Single Bedroom,Control,0.848450857,NA,NA
2017-41,1024D,1024,NA,Single Bedroom,Control,0.878466075,NA,NA
2017-41,2007,2007,NA,Single Bedroom,Control,0.757662937,NA,NA
2017-41,2008A,2008,Double,Double Bedroom,Control,0.701098294,NA,NA
2017-41,2008B,2008,Double,Double Bedroom,Control,0.674301279,NA,NA
2017-41,2009A,2009,NA,Single Bedroom,Control,0.718150097,NA,NA
2017-41,2009B,2009,NA,Single Bedroom,Control,0.781408303,NA,NA
2017-41,2009C,2009,NA,Single Bedroom,Control,0.70095264,NA,NA
2017-41,2010A,2010,Single,Single Bedroom,Individual,0.919114395,0.837546506,0.765357086
2017-41,2010B,2010,Single,Single Bedroom,Individual,0.772594485,0.838434506,0.765357086
